Drone_X,Drone_Y,Drone_Z,Anchor1_Azimuth,Anchor1_Elevation,Anchor1_RSSI,Anchor2_Azimuth,Anchor2_Elevation,Anchor2_RSSI,Intersection_X,Intersection_Y,Intersection_Z
0.0,-0.6,-0.72,0.0,-50.0,-57,64.0,-4.0,-83,0.14219847688282838,-0.987883861405088,0.49372033119480385
0.0,-0.6,-0.72,0.0,-50.0,-58,64.0,-6.000000000000001,-83,0.12268698049789228,-1.0286231570843762,0.5863542698071894
0.0,-0.6,-0.72,0.0,-50.0,-57,65.0,-7.0,-83,0.10201078772753713,-1.0144991450757064,0.6215335514358945
0.0,-0.6,-0.72,0.0,-51.0,-57,65.0,-8.0,-82,0.09828721384806283,-1.0188021178969884,0.6683138590489986
0.0,-0.6,-0.72,0.0,-50.0,-55,64.0,-7.0,-85,0.11328017509266086,-1.0490804590510316,0.6336449788438446
0.0,-0.6,-0.72,0.0,-50.0,-57,65.0,-9.0,-80,0.08486067385893836,-1.0543158947659867,0.7173648820340573
0.0,-0.6,-0.72,0.0,-51.0,-57,65.0,-7.0,-86,0.10698513152094957,-0.9991325451679549,0.6203920221071957
0.0,-0.6,-0.72,0.0,-51.0,-58,66.0,-9.0,-82,0.07970919988477587,-1.0032242088198928,0.7042268924480561
0.0,-0.6,-0.72,0.0,-51.0,-58,66.0,-10.0,-81,0.07199739241123537,-1.0223883915934309,0.7530364323551184
0.0,-0.6,-0.72,0.0,-50.0,-58,65.0,-10.0,-82,0.07670936504979253,-1.0742635231080286,0.7662096269120338
0.0,-0.6,-0.72,0.0,-51.0,-57,62.0,-9.0,-88,0.12410132495284265,-1.1420242754808485,0.7536692967679159
0.0,-0.6,-0.72,0.0,-51.0,-58,61.0,-9.0,-83,0.1368248932322711,-1.1756104432272505,0.7655013236536362
0.0,-0.6,-0.72,0.0,-51.0,-57,61.0,-10.0,-80,0.12682444477975197,-1.1980122227280057,0.8163009922670887
0.0,-0.6,-0.72,0.0,-51.0,-57,59.99999999999999,-9.0,-83,0.15020889156709316,-1.2086724892341434,0.7770867799499496
0.0,-0.6,-0.72,0.0,-51.0,-57,59.99999999999999,-8.0,-85,0.16083652731354148,-1.185661357929135,0.7267117612318451
0.0,-0.6,-0.72,0.0,-51.0,-57,61.0,-4.0,-82,0.18967365886232135,-1.0652191877813553,0.5232605798806028
0.0,-0.6,-0.72,0.0,-51.0,-57,62.0,-5.0,-87,0.16441288016681477,-1.0561164756599752,0.5595794694386447
0.0,-0.6,-0.72,0.0,-51.0,-55,63.0,-8.0,-80,0.12137113908661945,-1.0869977647133902,0.6923360816274415
0.0,-0.6,-0.72,0.0,-51.0,-56,62.0,-7.0,-84,0.14386096413150762,-1.0988814702232281,0.6551435086167205
0.0,-0.6,-0.72,0.0,-51.0,-58,63.0,-9.0,-81,0.11203322382317515,-1.1079546132171083,0.741608908544184
