drone_x,drone_y,drone_z,peer_mac,avg_real_azimuth,avg_experimental_azimuth,avg_real_elevation,avg_experimental_elevation,mean_azimuth_error,mean_elevation_error
2.4,-3.0,-0.72,20BA369AFC6B,11.30993247402023,20.352422907488986,-13.242976219823513,-15.237885462555067,9.042490433468757,2.0346370632345323
2.4,-2.4,-0.72,20BA36977463,-45.0,-41.577586206896555,-11.976725812374069,-13.463362068965518,3.4224137931034484,1.6264699613198006
2.4,-2.4,-0.72,20BA369AFC6B,14.036243467926482,25.848837209302324,-16.22725402323351,-15.901162790697674,11.812593741375844,0.5523096322146206
2.4,-1.8,-0.72,20BA36977463,-53.13010235415595,-53.46415770609319,-13.495733280795811,-15.068100358422939,1.0430839047190816,1.597242582756667
2.4,-1.8,-0.72,20BA369AFC6B,18.434948822921996,-3.6666666666666665,-20.78041748766358,-19.620192307692307,22.10161548958866,1.1609289700749152
2.4,-1.2,-0.72,20BA36977463,-63.43494882292203,-61.9873417721519,-15.020256666513818,-14.262206148282097,1.5227491527510628,0.7686806448156573
2.4,-1.2,-0.72,20BA369AFC6B,26.565051177078004,26.213464696223316,-28.220512053403727,-28.766830870279147,0.6101274888969903,0.6672564619277095
2.4,-0.6,-0.72,20BA36977463,-75.96375653207349,-72.83079847908745,-16.22725402323351,-20.64638783269962,3.132958052986037,4.419133809466111
2.4,-0.6,-0.72,20BA369AFC6B,45.0,71.16697936210132,-40.31554221077258,-47.684803001876176,26.166979362101312,7.369260791103596
3.0,-6.6,-0.72,20BA36977463,-24.443954780416565,-22.35148514851485,-5.671601372097209,-1.9306930693069306,2.548046076740847,3.780219112368661
3.0,-6.6,-0.72,20BA369AFC6B,0.0,10.422222222222222,-6.225829064425769,27.787301587301588,10.447619047619048,34.01313065172735
3.0,-6.0,-0.72,20BA36977463,-26.565051177077976,-21.81941309255079,-6.1261756949143225,-1.5191873589164786,4.751529039239449,4.606988335997844
3.0,-6.0,-0.72,20BA369AFC6B,0.0,-13.790836653386455,-6.84277341263094,3.3924302788844622,13.790836653386455,10.243572560485855
3.0,-5.4,-0.72,20BA36977463,-29.054604099077153,-26.94647201946472,-6.648073478457561,-0.8710462287104623,2.474142741155329,5.849664579681864
3.0,-5.4,-0.72,20BA369AFC6B,0.0,-8.659707724425887,-7.594643368591445,10.755741127348642,8.659707724425887,18.350384495940087
3.0,-4.8,-0.72,20BA36977463,-32.00538320808346,-24.52887537993921,-7.24907968770911,-6.6534954407294835,7.476507828144248,2.1450053049310887
3.0,-4.8,-0.72,20BA369AFC6B,0.0,-3.466281310211946,-8.530765609948133,-5.545279383429673,3.485549132947977,3.39100104387749
3.0,-4.2,-0.72,20BA36977463,-35.537677791974374,-42.37153419593346,-7.941352033462358,30.256931608133087,6.833856403959081,38.198283641595445
3.0,-4.2,-0.72,20BA369AFC6B,0.0,-5.652027027027027,-9.727578551401603,-8.60304054054054,5.652027027027027,1.1917230302789101
3.0,-3.6,-0.72,20BA36977463,-39.805571092265154,-34.490022172949004,-8.734861486585647,-8.674057649667406,5.31813555666961,2.383337890257376
3.0,-3.6,-0.72,20BA369AFC6B,0.0,-6.055276381909548,-11.309932474020213,-10.328308207705193,6.055276381909548,1.0525840169734972
